iteration,loss,accuracy
1499,2.300779104232788,0.13199999928474426
2999,2.2843804359436035,0.1412999927997589
4499,2.269474506378174,0.15459999442100525
5999,2.255732774734497,0.171999990940094
7499,2.241532802581787,0.19619999825954437
8999,2.2282652854919434,0.2238999903202057
10499,2.2145285606384277,0.26500001549720764
11999,2.200969696044922,0.30650001764297485
13499,2.1859049797058105,0.3472999930381775
14999,2.171687364578247,0.3863999843597412
16499,2.155247688293457,0.42579999566078186
17999,2.139117479324341,0.4675999581813812
19499,2.121706485748291,0.5063000321388245
20999,2.1043615341186523,0.5444999933242798
22499,2.085793972015381,0.5616999864578247
23999,2.0657799243927,0.5927000045776367
25499,2.0449016094207764,0.6173000335693359
26999,2.0221610069274902,0.6377999782562256
28499,1.997362494468689,0.65010005235672
29999,1.9729759693145752,0.6664999723434448
31499,1.9451452493667603,0.6759999990463257
32999,1.9168733358383179,0.6921000480651855
34499,1.8873401880264282,0.699999988079071
35999,1.8546682596206665,0.7139999866485596
37499,1.819762945175171,0.7244000434875488
38999,1.7840547561645508,0.7364000082015991
40499,1.7474397420883179,0.7462999820709229
41999,1.707567572593689,0.7515999674797058
43499,1.6673736572265625,0.754599928855896
44999,1.6265026330947876,0.761900007724762
46499,1.581660509109497,0.7687000036239624
47999,1.5357110500335693,0.7697999477386475
49499,1.4875208139419556,0.7746000289916992
50999,1.4404661655426025,0.7815999984741211
52499,1.3943809270858765,0.7859999537467957
53999,1.3469183444976807,0.7907999753952026
55499,1.2989590167999268,0.79339998960495
56999,1.2549889087677002,0.7972999811172485
58499,1.2077414989471436,0.7991999983787537
59999,1.163207769393921,0.805400013923645
