iteration,loss,accuracy
999,2.305955648422241,0.12869998812675476
1999,2.2941014766693115,0.13540001213550568
2999,2.2836718559265137,0.1410999894142151
3999,2.274035930633545,0.14729999005794525
4999,2.2641594409942627,0.15720000863075256
5999,2.254795551300049,0.16740000247955322
6999,2.245457172393799,0.1762000024318695
7999,2.236480712890625,0.19820000231266022
8999,2.227308750152588,0.21869997680187225
9999,2.2179582118988037,0.24050000309944153
10999,2.2084133625030518,0.2802000045776367
11999,2.199098825454712,0.30660000443458557
12999,2.1897096633911133,0.3319000005722046
13999,2.1800270080566406,0.3628000020980835
14999,2.169956684112549,0.38690000772476196
15999,2.159921169281006,0.4109000265598297
16999,2.149244785308838,0.4431000351905823
17999,2.1381289958953857,0.46820002794265747
18999,2.1269583702087402,0.5015000104904175
19999,2.1158368587493896,0.5182999968528748
20999,2.1035923957824707,0.5419999957084656
21999,2.090289354324341,0.5579000115394592
22999,2.0771727561950684,0.5706999897956848
23999,2.0639240741729736,0.5892000198364258
24999,2.050731658935547,0.6026999950408936
25999,2.0370841026306152,0.6172000169754028
26999,2.022145986557007,0.6268999576568604
27999,2.0058321952819824,0.6396999955177307
28999,1.9896705150604248,0.6518999934196472
29999,1.9733095169067383,0.6598000526428223
30999,1.9551124572753906,0.6690999269485474
31999,1.937677025794983,0.6761000156402588
32999,1.918914794921875,0.6848999857902527
33999,1.898983359336853,0.6962000131607056
34999,1.8792606592178345,0.7058999538421631
35999,1.8579246997833252,0.7134000062942505
36999,1.8360140323638916,0.7195000052452087
37999,1.8132215738296509,0.7287999987602234
38999,1.789864182472229,0.7331000566482544
39999,1.7655318975448608,0.7378000020980835
