iteration,loss,accuracy
1999,2.295478582382202,0.13699999451637268
3999,2.274308681488037,0.1508999913930893
5999,2.256387233734131,0.1705000102519989
7999,2.2383484840393066,0.20069999992847443
9999,2.2206897735595703,0.24770000576972961
11999,2.2020843029022217,0.2978000044822693
13999,2.183722972869873,0.3434999883174896
15999,2.164011001586914,0.4010999798774719
17999,2.1436305046081543,0.44999998807907104
19999,2.1208407878875732,0.5124000310897827
21999,2.0966663360595703,0.545199990272522
23999,2.0709710121154785,0.5769999623298645
25999,2.043156862258911,0.6053999662399292
27999,2.0129847526550293,0.6348999738693237
29999,1.9790948629379272,0.6593999862670898
31999,1.94342041015625,0.6797000169754028
33999,1.905994176864624,0.6990000009536743
35999,1.8654447793960571,0.7092999815940857
37999,1.8212769031524658,0.7253000140190125
39999,1.7723000049591064,0.7354999780654907
41999,1.7216110229492188,0.7458999752998352
43999,1.6666107177734375,0.755299985408783
45999,1.6106176376342773,0.7631999850273132
47999,1.5496083498001099,0.767300009727478
49999,1.4899513721466064,0.7747000455856323
51999,1.428224802017212,0.7800999879837036
53999,1.3646509647369385,0.7843000292778015
55999,1.2990081310272217,0.7900999784469604
57999,1.2369660139083862,0.7972999811172485
59999,1.1802046298980713,0.8009999990463257
61999,1.1248383522033691,0.8038999438285828
63999,1.071152925491333,0.8101999163627625
65999,1.022752046585083,0.8118999600410461
67999,0.9743897318840027,0.8172000050544739
69999,0.9329078793525696,0.8190000653266907
71999,0.8939278721809387,0.8237999677658081
73999,0.8578022718429565,0.8263999819755554
75999,0.8226710557937622,0.8317999839782715
77999,0.7919865250587463,0.8344999551773071
79999,0.7659119367599487,0.8374999761581421
